,        Белгородская область,        Брянская область,        Владимирская область,        Воронежская область,        Ивановская область,        Калужская область,        Костромская область,        Курская область,        Липецкая область,        Московская область,        Орловская область,        Рязанская область,        Смоленская область,        Тамбовская область,        Тверская область,        Тульская область,        Ярославская область,        Город Москва столица Российской Федерации город федерального значения,        Республика Карелия,        Республика Коми,        Архангельская область,        Вологодская область,        Калининградская область,        Ленинградская область,        Мурманская область,        Новгородская область,        Псковская область,        Город Санкт-Петербург город федерального значения,        Республика Адыгея (Адыгея),        Республика Калмыкия,        Республика Крым,        Краснодарский край,        Астраханская область,        Волгоградская область,        Ростовская область,        Город федерального значения Севастополь,        Республика Дагестан,        Республика Ингушетия*,        Кабардино-Балкарская Республика,        Карачаево-Черкесская Республика,        Республика Северная Осетия-Алания,        Чеченская Республика*,        Ставропольский край,        Республика Башкортостан,        Республика Марий Эл,        Республика Мордовия,        Республика Татарстан (Татарстан),        Удмуртская Республика,        Чувашская Республика - Чувашия,        Пермский край,        Кировская область,        Нижегородская область,        Оренбургская область,        Пензенская область,        Самарская область,        Саратовская область,        Ульяновская область,        Курганская область,        Свердловская область,        Тюменская область,        Челябинская область,        Республика Алтай,        Республика Бурятия,        Республика Тыва,        Республика Хакасия,        Алтайский край,        Забайкальский край,        Красноярский край,        Иркутская область,        Кемеровская область,        Новосибирская область,        Омская область,        Томская область,        Республика Саха (Якутия),        Камчатский край,        Приморский край,        Хабаровский край,        Амурская область,        Магаданская область,        Сахалинская область,        Еврейская автономная область,        Чукотский автономный округ
2015-Sep,1629,1190,1414,2561,1038,1165,679,1173,1205,8097,751,1017,909,906,1214,1396,1346,12267,645,1035,1320,1368,1111,1454,838,601,624,5972,539,382,2151.0,6963,1441,2719,4746,605.0,5113,866,1044,532,952,3048,3380,5461,881,744,4934,1928,1557,3347,1399,3577,2533,1295,3832,2648,1374,1029,5366,5329,4302,375,1449,597,674,2616,1405,3698,3279,3030,3366,2586,1263,1469,370,2302,1750,930,166,617,219,40
2015-Oct,1588,1233,1400,2187,1060,1077,658,1133,1132,8680,768,1145,845,964,1263,1388,1290,12875,696,981,1267,1396,1130,1379,735,667,609,6613,509,321,2468.0,6911,1363,2509,4468,488.0,5522,757,1163,521,952,2966,3349,5217,865,730,5274,1927,1468,3219,1390,3328,2395,1311,3451,2497,1115,973,5091,4957,4190,364,1481,595,636,2490,1395,3455,3164,2964,3493,2448,1226,1479,356,2143,1643,903,132,556,198,58
2015-Nov,1264,1099,1295,1943,851,983,680,991,1008,7247,684,988,755,769,1161,1142,1243,11576,624,879,1087,1269,922,1334,690,551,566,5646,437,291,1588.0,5693,1104,2177,3811,432.0,4571,714,966,441,774,2790,2969,4341,794,585,4347,1688,1381,3024,1353,3223,2143,1123,3014,2256,1315,936,5022,4587,3662,271,1411,613,649,2324,1363,3155,2869,2507,3037,2111,1215,1300,343,1911,1528,788,115,527,188,50
2015-Dec,1583,1219,1410,2259,1055,1132,704,1186,1187,8679,719,1159,880,838,1272,1377,1359,12370,677,1062,1322,1458,1094,1346,824,661,629,6401,511,344,2205.0,6692,1338,2602,4471,519.0,4686,683,1064,520,914,2559,3083,5598,832,685,5016,1920,1435,3390,1396,3587,2435,1323,3744,2511,1302,1005,5418,5279,4412,352,1427,589,641,2637,1367,3678,3425,3014,3455,2514,1391,1454,375,2214,1652,933,172,605,175,77
2016-Jan,1280,992,1221,1814,805,920,558,931,937,6691,656,922,717,767,1060,1148,1092,10670,554,876,1082,1104,886,1139,690,527,517,5441,441,293,1764.0,5748,1172,2008,3742,409.0,4219,652,939,426,789,1933,3025,4255,736,630,4158,1566,1248,2873,1182,2837,2136,1100,2828,2138,1098,844,4523,4517,3336,298,1239,562,567,2226,1148,2961,2607,2598,2916,2039,795,1205,319,1843,1510,795,114,515,183,50
2016-Feb,1242,1122,1253,1904,832,914,666,943,1014,7259,663,978,786,831,1143,1202,1202,11379,588,884,1049,1268,951,1346,681,582,526,5543,438,260,1707.0,5790,1098,2192,3687,387.0,4349,730,1003,488,811,2859,2737,4354,758,617,4279,1826,1342,3023,1336,3082,1956,1018,3124,2152,1064,894,4946,4520,3544,303,1287,614,624,2299,1256,3186,2930,2496,3020,2094,1285,1160,299,1838,1429,816,144,565,195,50
2016-Mar,1518,1222,1425,2381,997,1084,703,1104,1183,8480,724,1156,854,838,1354,1408,1370,12408,655,1043,1327,1395,1096,1453,771,608,614,6179,482,304,1989.0,6262,1271,2574,4262,521.0,4592,686,1025,513,885,2418,3166,5001,850,697,4873,1851,1459,3228,1343,3482,2372,1178,3333,2434,1323,888,5180,5028,4374,353,1447,631,639,2542,1429,3781,3157,3173,3418,2411,1249,1404,370,2274,1672,953,162,603,202,77
2016-Apr,1379,1013,1224,1901,891,990,626,975,990,7895,608,1016,796,741,1180,1305,1181,11728,604,939,1164,1258,942,1279,742,615,569,6008,430,282,1826.0,5635,1036,2113,3711,471.0,3878,650,882,381,750,2065,2759,4424,739,617,4330,1550,1241,2763,1219,2927,2072,1065,3087,2000,1068,810,4624,4466,3546,324,1311,605,620,2406,1283,3221,2835,2649,2990,2039,1078,1207,313,1761,1411,767,129,560,171,55
2016-May,1415,1132,1281,2063,974,1082,635,1060,1111,8014,749,979,890,842,1153,1250,1334,12095,662,946,1176,1423,999,1466,686,619,620,6111,417,279,1662.0,5449,1184,2285,3826,392.0,4106,621,970,441,748,2378,2725,4730,827,637,4675,1826,1460,3323,1469,3271,2246,1213,3492,2289,1238,961,5230,4897,3752,327,1281,617,638,2298,1371,3401,3027,2651,3228,2247,1238,1210,339,1890,1286,877,122,559,144,52
2016-Jun,1531,1211,1372,2094,1019,1077,719,1096,1143,8903,734,1238,831,907,1370,1409,1362,12912,707,1023,1280,1462,1023,1491,748,635,685,6363,424,297,1829.0,5884,1099,2477,4106,448.0,4063,549,1041,481,769,2329,3033,5040,908,720,5087,1876,1476,3341,1477,3454,2480,1265,3536,2520,1322,952,5282,5048,4324,359,1388,585,678,2635,1311,3599,3067,2923,3472,2306,1335,1314,387,1975,1458,826,150,576,194,52
2016-Jul,1523,1123,1396,2223,1060,1095,666,1011,1162,8573,699,1139,871,856,1347,1253,1263,12925,682,917,1228,1447,1048,1300,732,632,622,6775,450,316,2071.0,6476,1332,2550,4447,451.0,4215,676,1052,476,859,2440,3219,4822,832,720,4949,1819,1469,3198,1443,3349,2604,1220,3673,2369,1255,950,5035,4940,4011,378,1380,595,713,2493,1314,3294,3068,2838,3282,2437,1252,1250,335,2041,1538,896,124,618,193,45
2016-Aug,1663,1258,1494,2564,1037,1127,747,1262,1227,8989,813,1228,961,1015,1324,1491,1540,13544,715,1019,1269,1557,1212,1654,759,683,702,6725,519,322,2338.0,7095,1390,2842,4882,503.0,4760,792,1210,497,935,2942,3610,5497,934,723,5177,2040,1631,3608,1702,4001,2587,1306,4085,2577,1442,1031,5948,5275,4779,346,1542,716,768,2717,1504,3709,3392,3013,3786,2418,1400,1399,392,2247,1725,1034,146,645,218,67
2016-Sep,1514,1113,1362,2098,934,1061,630,1100,1169,8201,707,1120,749,826,1229,1258,1322,11736,588,902,1141,1223,1053,1294,739,600,553,5905,483,285,2088.0,6620,1197,2470,4371,454.0,4733,712,1120,501,857,2558,3267,4457,775,730,5034,1783,1352,3120,1336,3155,2337,1115,3403,2209,1284,899,4876,4779,3842,343,1373,659,616,2328,1341,3343,3033,2733,3347,2210,1135,1352,347,1973,1430,909,114,661,179,64
2016-Oct,1367,1138,1223,1867,864,952,661,937,1053,7848,660,991,803,813,1143,1153,1260,12173,636,926,1104,1192,930,1320,679,559,578,6053,411,288,1921.0,5968,1185,2282,3934,465.0,4538,703,1021,453,814,2808,2990,4321,737,595,4320,1666,1360,3124,1361,3104,2015,1089,3278,2096,1149,827,4925,4443,3684,252,1366,644,621,2256,1372,3153,2814,2524,2951,2141,1181,1332,331,1894,1475,868,116,530,186,51
2016-Nov,1463,1023,1250,2125,876,1022,620,1014,1096,8002,688,1044,825,844,1118,1260,1244,11913,541,867,1140,1145,1022,1343,708,583,635,5842,496,287,2002.0,6236,1267,2419,4258,487.0,4850,729,964,494,858,2774,3189,4528,745,658,4402,1663,1131,2882,1261,3115,2095,1083,3295,2305,1082,847,4696,4726,3872,337,1254,589,550,2454,1224,3168,2885,2605,2904,2041,1107,1315,328,2039,1560,820,149,567,191,46
2016-Dec,1366,1032,1161,1904,895,944,605,933,1018,7953,597,990,775,758,1131,1158,1129,11769,573,897,1161,1255,1017,1251,631,612,519,5934,460,279,1798.0,6643,1039,2176,4018,421.0,4621,643,964,424,841,2389,2859,4279,726,631,4569,1558,1234,2811,1218,2939,1929,1051,3110,2218,1280,793,4616,4570,3555,291,1260,604,558,2213,1279,3108,2765,2639,2976,2028,1171,1276,319,1778,1451,816,149,549,157,62
2017-Jan,1243,939,1135,1768,771,905,525,867,949,6697,544,880,646,764,978,1145,1119,10429,512,844,958,1070,895,1194,640,435,494,5324,406,240,1675.0,5514,1077,2055,3406,379.0,4178,681,918,419,740,2503,2648,3991,655,589,3674,1548,1113,2640,1135,2792,1980,976,2744,1869,1031,818,4586,4332,3412,256,1202,600,522,2009,1145,2882,2595,2283,2798,1852,871,1107,317,1723,1330,778,126,531,167,56
2017-Feb,1118,973,1006,1698,735,871,527,841,866,6501,561,878,650,689,968,972,964,10121,460,778,933,1062,860,1130,596,505,491,4755,352,220,1501.0,4849,904,1885,3374,396.0,3916,547,854,409,691,2232,2432,3764,616,485,3553,1396,1075,2432,979,2644,1709,906,2656,1719,988,686,4113,3776,3153,248,1006,477,494,1966,950,2634,2381,2154,2615,1716,964,1011,283,1529,1141,761,100,469,147,61
2017-Mar,1339,947,1169,1905,908,938,634,922,1005,7833,611,985,768,767,1193,1250,1175,11492,576,851,1117,1216,994,1296,728,548,561,5807,405,257,1858.0,5791,1033,2180,3796,406.0,4389,662,908,465,796,2402,2861,4385,723,616,4413,1610,1213,2840,1228,2949,1969,1111,3015,2054,1020,835,4606,4360,3529,287,1311,674,591,2243,1300,3184,2885,2500,3104,2099,1084,1328,341,1931,1429,897,137,543,175,66
2017-Apr,1035,797,1000,1599,744,801,478,747,820,6604,492,812,633,640,921,1028,962,10463,507,694,975,1095,821,1180,579,496,453,5285,332,239,1470.0,4483,851,1731,2972,332.0,3586,577,818,396,663,2144,2278,3743,623,479,3636,1350,1021,2413,1045,2490,1701,831,2492,1678,934,737,4116,4007,3134,272,1128,539,540,1947,1026,2647,2428,2155,2569,1790,945,1021,261,1632,1213,686,115,475,141,41
2017-May,1226,1016,1083,1834,797,945,549,894,940,7551,605,958,775,712,1121,1097,1161,11446,605,861,1071,1208,879,1373,711,512,525,5678,380,225,1643.0,5016,985,2048,3486,417.0,3838,640,896,426,718,2162,2549,4217,711,535,4005,1558,1122,2752,1120,2944,1955,1021,2785,2055,1076,822,4612,4483,3454,331,1189,609,610,2297,1281,3170,2771,2405,3060,1916,1090,1277,335,1766,1360,787,143,526,166,69
2017-Jun,1314,992,1202,1901,844,956,615,883,1042,7894,622,1024,766,788,1143,1176,1175,11431,577,824,1059,1126,849,1232,684,539,532,5749,403,239,1663.0,5429,1006,2112,3734,423.0,3748,473,887,426,728,1827,2580,3955,719,657,4196,1511,1238,2764,1187,2895,1867,1039,2969,1894,1084,809,4382,4349,3437,307,1191,577,582,2215,1227,3102,2765,2406,2965,1892,1088,1173,280,1587,1247,778,150,519,158,68
2017-Jul,1322,1064,1198,1976,890,959,614,939,1052,8034,653,931,797,796,1137,1138,1145,12203,586,842,1048,1234,895,1335,637,613,490,6125,395,247,1840.0,5827,981,2239,3718,373.0,4153,781,1018,436,792,3286,2744,4200,733,610,4145,1499,1276,2930,1209,3069,1990,1069,2920,1945,1054,821,4709,4601,3343,275,1239,572,583,2115,1223,3082,2731,2389,3058,1943,1139,1194,319,1752,1386,835,133,537,165,53
2017-Aug,1518,1117,1272,2272,901,1060,703,1123,1139,8535,717,1056,834,899,1233,1298,1329,12394,591,859,1159,1241,1089,1413,687,596,597,6401,485,332,2133.0,6676,1157,2572,4435,467.0,4759,839,1095,488,902,2862,3132,4678,791,662,4380,1717,1323,3031,1299,3403,2255,1195,3380,2371,1273,900,4962,4937,3784,323,1284,635,572,2457,1302,3420,2952,2869,3247,2135,1254,1275,368,2071,1563,855,152,583,152,46
2017-Sep,1239,876,1087,1855,811,870,561,916,1025,7366,518,919,659,687,948,1093,1042,10854,515,794,1026,1002,978,1140,646,521,461,5132,391,263,1762.0,6120,1177,2059,3756,441.0,4600,696,875,429,795,2619,2824,4003,649,565,4231,1430,1139,2610,1198,2804,1898,998,3009,1935,1040,759,4140,4386,3230,277,1215,565,569,2124,1240,2885,2575,2393,2868,1888,1000,1070,292,1716,1321,763,109,569,164,63
2017-Oct,1299,982,1207,1979,886,958,639,963,1025,7178,667,805,762,757,1071,1147,1115,11382,559,900,1053,1156,959,1298,664,510,534,5731,405,248,1849.0,5871,1063,2240,3846,393.0,4566,798,1033,430,738,2868,2971,4220,721,586,4094,1528,1227,2755,1273,2929,2002,1006,2957,2089,1106,816,4781,4469,3495,314,1319,630,568,2195,1265,3056,2739,2333,2901,1913,1059,1237,337,1886,1385,848,154,552,175,47
2017-Nov,1260,994,1040,1861,828,855,585,858,869,7372,612,961,701,725,1048,1102,1114,10939,485,786,1002,1054,898,1239,618,495,505,5186,401,260,1807.0,5580,1036,2074,3617,408.0,4585,674,922,423,737,2557,2677,4057,627,567,3971,1430,1109,2435,1031,2751,1811,885,2795,2080,1034,758,4363,4351,3329,269,1126,527,508,2058,1227,2791,2552,2275,2713,1760,1020,1158,315,1776,1326,723,137,505,167,41
2017-Dec,1200,856,996,1775,762,838,485,830,833,7318,541,822,667,684,1036,972,1020,10735,503,733,988,1048,819,1161,630,464,461,5385,430,258,1761.0,5798,1051,1978,3438,410.0,4004,632,868,398,692,2428,2764,4047,579,533,3817,1377,1091,2402,1063,2563,1816,930,2823,1927,925,736,4213,4105,2988,284,1105,572,523,1899,1121,2708,2647,2173,2567,1720,1120,1103,265,1628,1306,719,135,495,142,47
2018-Jan,1233,949,1076,1791,746,860,494,884,971,6930,611,865,690,677,945,1037,1086,10391,503,765,917,1016,833,1253,629,470,504,5142,420,247,1712.0,5591,1013,2024,3524,380.0,4192,702,958,404,777,2752,2608,4125,673,538,3868,1424,1063,2501,1040,2785,1992,928,2653,1827,943,729,4234,4237,3342,266,1145,579,536,2049,1103,2817,2713,2223,2752,1815,880,1147,333,1742,1304,794,114,533,165,44
2018-Feb,1035,836,969,1664,708,791,469,795,819,6399,533,858,607,624,874,1010,858,9737,449,626,901,957,815,1042,519,449,449,4615,343,226,1572.0,4760,905,1869,3150,339.0,4058,656,872,390,674,2257,2272,3585,547,530,3340,1293,998,2262,1021,2403,1692,854,2497,1734,873,666,3850,3692,2916,235,1071,494,502,1906,982,2622,2448,2094,2530,1694,935,1042,265,1514,1139,700,104,436,156,52
2018-Mar,1199,913,1100,1698,743,864,546,818,871,7334,563,890,655,684,964,992,1044,10757,507,723,976,1065,887,1051,606,488,458,5416,345,269,1666.0,5222,965,1978,3269,362.0,3933,583,836,401,804,2159,2509,3881,594,592,3857,1412,1095,2542,1040,2624,1838,989,2792,1784,1101,772,4024,4263,3102,322,1189,606,477,1896,1136,2739,2531,2260,2683,1818,961,1104,250,1662,1301,771,95,527,134,60
2018-Apr,1136,868,1001,1619,700,849,503,747,847,6449,508,756,638,683,904,967,964,10409,506,749,879,993,838,1099,598,514,483,4915,317,235,1363.0,4610,836,1678,2956,318.0,3722,606,805,364,603,2118,2207,3676,593,496,3719,1378,1023,2416,1037,2393,1656,835,2415,1713,936,685,4084,3973,3023,285,1091,506,482,1785,1046,2551,2397,2026,2494,1606,880,960,289,1501,1124,620,121,416,149,57
2018-May,1203,967,1053,2011,792,909,504,904,915,7334,579,861,712,792,1014,1043,1086,11007,532,750,978,1080,915,1315,637,516,502,5837,319,236,1545.0,4949,941,1707,3386,374.0,3472,606,844,407,739,2319,2422,4074,649,572,3964,1430,1107,2558,1090,2817,1748,958,2780,1979,1078,739,4676,4500,3334,272,1198,510,540,1919,1155,2978,2742,2342,2998,1790,1119,1197,335,1753,1232,784,150,560,163,63
2018-Jun,1123,864,1112,1700,744,830,553,840,892,7481,510,874,654,667,972,1055,942,11128,492,645,937,956,862,1108,614,505,460,5418,373,239,1620.0,5185,912,2020,3296,316.0,3809,546,813,374,670,2115,2601,3821,580,589,4021,1354,1106,2407,1016,2573,1765,965,2748,1657,978,688,4044,4192,3080,313,1158,512,544,2028,1160,2803,2477,2269,2670,1772,969,1127,269,1529,1209,694,98,481,163,41
2018-Jul,1319,1017,1164,1942,875,955,615,1043,1006,7317,616,897,716,714,1051,1088,1184,12086,587,785,991,1114,861,1341,667,516,556,5957,396,267,1836.0,5879,1021,2164,3693,415.0,4146,735,941,465,779,2830,2658,4403,727,622,4156,1505,1212,2686,1231,2935,1915,1120,3161,2043,1079,866,4602,4547,3375,266,1296,603,593,2154,1240,3046,2822,2351,2932,1880,1083,1213,313,1899,1384,774,131,543,170,59
2018-Aug,1426,1038,1153,2031,820,915,533,919,1049,7931,630,961,752,786,1132,1158,1155,12185,509,740,1030,1144,962,1133,624,533,549,5951,396,287,1989.0,6308,1167,2273,4047,452.0,4593,695,1009,480,911,2601,3111,4184,681,671,4269,1422,1249,2703,1113,2991,2079,1068,3130,2178,1118,773,4652,4444,3470,298,1231,644,565,2241,1247,2972,2808,2391,2928,2014,1123,1169,319,1848,1418,838,122,574,171,49
2018-Sep,1148,897,985,1771,733,870,494,818,830,6773,541,891,548,633,937,1022,963,10909,462,696,919,947,973,1130,624,463,433,5101,393,273,1812.0,5407,1020,1885,3409,374.0,4638,653,991,422,849,3008,2581,3811,556,474,3800,1328,1062,2257,1050,2554,1763,931,2700,1814,984,658,3958,4168,3109,274,1060,527,500,1885,1079,2689,2553,2089,2645,1739,950,1127,254,1600,1282,720,109,423,146,43
2018-Oct,1299,1032,1096,1953,866,887,575,981,1023,6894,667,844,694,719,1043,1087,1186,11715,568,781,1032,1144,872,1313,690,552,566,5613,428,271,1901.0,5935,1152,2098,3768,447.0,3445,712,1012,455,776,2116,2591,4202,719,505,3930,1460,1197,2587,1162,2926,2039,1047,3045,1935,1022,794,4645,4572,3297,302,1281,567,588,2104,1284,3025,2805,2369,2981,1920,1046,1017,335,1851,1356,833,126,610,160,49
2018-Nov,1132,908,1019,1669,738,820,459,816,886,5942,510,802,557,681,888,968,1023,11561,470,679,893,977,788,1128,537,438,461,5060,418,265,1698.0,5143,976,1871,3306,379.0,4106,721,901,396,729,2430,1976,3529,594,504,3724,1316,1018,2251,876,2536,1780,881,2602,1821,941,671,3738,3965,2951,247,1096,521,471,1812,1123,2553,2372,2063,2552,1656,927,961,273,1568,1149,684,120,477,176,44
2018-Dec,1056,822,888,1491,671,728,468,689,783,5447,502,754,593,594,863,954,941,10658,462,645,824,909,710,1053,576,398,448,4846,373,228,1552.0,4706,892,1830,3303,338.0,3576,522,804,416,784,2522,1859,3758,522,539,3672,1125,906,2172,977,2433,1629,882,2510,1586,905,595,3715,3838,2813,249,1076,533,443,1698,1031,2543,2270,1953,2491,1526,926,969,220,1554,1188,677,90,449,132,60
2019-Jan,1167,877,1002,1686,617,815,481,814,880,5762,497,778,601,676,934,912,969,10753,483,682,812,1026,794,1109,532,414,437,4626,346,221,1591.0,4752,915,1856,3251,361.0,2341,713,872,425,702,2472,1841,3615,508,535,3457,1243,989,2214,928,2544,1730,902,2461,1612,872,712,4007,3978,2919,273,1131,553,441,1807,682,2635,2455,2033,2554,1538,884,959,269,1666,1167,644,117,449,156,48
